reward
-17
-15
-15
-17
-16
-15
-15
-15
-17
-15
-15
-21
-16
-15
-17
-19
-15
-15
-21
-21
-15
-24
-15
-21
-18
-15
-19
-18
-15
-15
-115
-119
-16
-17
-21
-17
-17
-17
-20
-17
-17
-23
-20
-15
-17
-17
-18
-23
-17
-19
-19
-23
-17
-17
-18
-17
-17
-17
-17
-18
-17
-24
-17
-21
-17
-17
-21
-20
-18
-23
-19
-17
-19
-21
-19
-19
-18
-17
-23
-17
-18
-19
-20
-17
-24
-17
-26
-17
-17
-19
-17
-20
-117
-19
-17
-17
-20
-19
-17
-19
-25
-20
-21
-17
-17
-18
-17
-17
-19
-22
-17
-17
-17
-17
-17
-18
-19
-17
-17
-19
-17
-20
-19
-17
-19
-17
-17
-17
-20
-20
-23
-19
-17
-21
-19
-22
-19
-19
-20
-19
-19
-17
-18
-117
-23
-19
-17
-19
-17
-17
-23
-17
-19
-17
-21
-19
-18
-17
-19
-20
-17
-17
-17
-21
-18
-18
-19
-19
-20
-17
-17
-21
-19
-15
-20
-18
-17
-22
-20
-19
-17
-17
-17
-19
-27
-17
-19
-19
-21
-19
-17
-17
-21
-21
-17
-17
-17
